Id
17322002
8767593
6729834
20196658
18234234
15622924
13782798
13467343
11953053
16721266
16472877
10247896
9483069
8141959
7094777
4951468
20888851
1440030
62712114
66499175
65244260
63920039
37248569
5354313
32269928
16166391
6608529
31238352
50199158
50228123
26369350
26693239
26849580
27965798
28540565
28627398
29575024
31851612
34193514
34584743
35907877
22347048
36397356
40050594
42750869
45078929
23885234
47243228
48886992
50252516
52969975
54597331
58091189
58599423
68206180
68175633
65198620
66742361
66785433
67189862
70597005
70616504
61183401
65721100
66651213
62591015
64460457
64505267
64660813
64698127
64776944
65106860
65131400
66129148
66180326
66184216
67429570
68361863
68638140
63653977
63107993
68668154
55757515
61506526
50765275
55368098
75588743
75426317
74798951
74272875
75337378
75095685
74921221
74917947
74721065
74022882
74014629
73915165
74386927
74093529
74598447
74645257
74222175
74144009
74602286
74601513
