Id
8990891
6538485
20233775
20063239
20045235
19957052
18521252
15390479
13419702
13389870
13308957
10440777
10341150
10247896
8763597
8622367
7094777
5763723
4551263
4413023
3862800
3451670
1760785
1440030
992019
63920039
61645801
55901662
42235976
32269928
24781318
37253622
37368710
50228123
26517944
26849580
21518678
27248644
28023897
49975231
28622438
30090679
35907877
22347048
22357583
37139036
22410602
22648953
23392085
39733712
40772711
39750298
23491143
41432896
44202499
44680760
45020037
45103983
47302221
48463515
50252516
52969975
53320551
54597331
62001716
62832136
60104907
60118474
68003124
66770634
66953606
67189862
70598634
29354133
10831801
35853757
62120891
65071090
62367038
62591015
65065499
65131400
68418038
67825360
68346802
68441702
69063883
70160625
15948662
5520640
63042648
62562417
55099746
55757515
3443457
22285670
24907530
20835808
64032705
8049872
23070838
51356504
29671427
56612055
75579851
75426317
74839342
75408841
74254222
74253159
74655202
75386394
75369912
75095685
74386927
74645257
74637124
74161586
74144009
74602286
74601513
